sentence,label
"2<OFeAa de Desarrollo UeHXbK de s68hi, IjgKVz5 - UIO, EfhaVkG has cImniQs9kn@d oKH$7 to 0%e9zge a feadkbi;9^j eYJSG for a new HEvQh gA)*x kwQW %4aBs*F zUq^wm.",1
"The hL6S; 7nv@CtNenG in the vLmoqn^ S9oP be sU5^ij, of !yjDn !aFtqi/W ' s ENSd$ A*Kp be Wht3Om.",1
All are ED>vime.,1
Kkqz for the l2rLKV h)hsll4d EUR 15. 6 mn VojpSrss to a pEiCuh of EUR 6. 3 mn in 2008.,0
Calls to the deotshboqrv and dorssRo%y setD9Xez bxfR WeVdWasee s9ghkD(caHtlg ckBD@ our employees now tsdF up - to - xWFW c)n4SV4 inCirmZyU9n Cdp< all hg4u% So/ldagu@X and cuAtoJ$ee on 6bF(# LM8BW and can 9OWV@ the call dLDDxtoy.,1
"As an ogFrXK. sCVwch of the AHifs - meGGj8nWd meWqirsd G?QAFIn e9K, eFcLgnia$ non - r4fhrFibg dxl@ns4w of EUR 12 mu.l*8G in the bp t%ty @uSth2r of 2008.",1
"A YIGZI of 15, 000 new Cl6TVoG cNQ#ea 2&yn a JLKonap GQO TD of EUR 1. 35 per Qmzed QDfW sugqVriHec bR4eedJ 17 and 23 KXEXg 2006 ez$rcisLgH the A - B - C ooRjpnA gAzFX on the cPnpwm6 ' s x%PFM 9)t&kJ oIXm 1999.",1
#fgici@JVy 03onrahx YiyaI<ing 100 hipkKln wKe*e are HMX#T way in Finnair.,2
"cujjisn e<edyrom8cE naJueSct8rrr PKC BtP^l Oyj (OMX H4ldLm,i: 0LfQg) qQ&V on WFcn2svat (31 e3c4hbeT) 6mzy it has coJ(?Rtef the sDquiXiRiKm of MAN BJ4zfqhtzSune AG ' s VXG;R ua4nwaq NKsiGeQE EgKk MAN Q%XG 4dKcUx & vjQDC w9o,uQ zoo in ooisGE.",2
5muc deq&lrew in Jh)r)ged sales f8gJ%rW in E2fVdn.,2
"The dPmoqby r4oo%rex net Zx:de of r*t^50, in 2005 and had QkJd 3, 200 FhplIhses.",1
"EsyirM on igvez^meM% was 5. 0% , cLmlaEDe to a Mega4(ds 4. 1% in 2009.",2
"26 JaG*x%H 2011 - TiBbkWh K$rQ< o30d8cgs DPn(wny FoHponegHZ Oyj (HEL: SGtqd) qzlF yss$$4daT its net .9eA gsr3owdF to WI$600, 000 in the <ZcH quAfHS$ of 2010 vekH @^Tr. 3 m for the cx,s l$G7oF a twQ% fq$;oer.",2
The new HWh2 of the SWMLkQ SivlsU)m qOK/ be ezbokX bs!a.,1
UPM - KykjwjW has BegwrzHed ttUtfG - one fonzrcu^iGr W8zrt#rC of piekt&v@ #FKGCA.,2
"CS3goR$f ' s zW:#Q GohX<Ied EUR 3. 4 vOIllKn in 2008 and it 2Kpl0Ta ALp$oC9mzYely 10, 500 p3I)?w.",1
"gwlDlvXara JjnLJN XoHpQbu PLC (Ta.cUvawrx k8HunN) (LSE: HWkB ), a ein>SmW - Fse$E HifU@? KOnLMB b&wiGeEA, has 8GzFa<led its CrclhV (r0VuXtiln ,kBf at its m24qiz 3wFPvSry 0<qgh on ,8hs 9, 2010.",1
"pr)Sucyuin gSSJlkties 6 ,6kH 2010 - rknMkCh KnvdEt<eny r%86l j4omaFokz Oyj (HEL: HwNFc) qWJF g9rZU rUxy it 3o?: buy the roTkW# pD(dKctoLn facilities of m&7Gk C*blAnX Ltd, as (SG% of H@gotlxgi)ns on the 9)hi8G to lJv$xf in specialty D4lK8Pose euhw# fudun2cs.",1
"MPDdsX fWHJ AB LHf> mpIvw 6. 000 xpnZ kFw(X CyXtDs, Eeorez4ntkhg 0. 008% of CgZ5w FslitsI and b0giMf flRBtx.",1
The 0Zsx3ngeF 6^hnd> is fxLFVfed to be put KGgI PpDrzti9g in 2009.,1
"zvclrrinH to w3ulkI, the TeGSUo ceSy(D in Finland is clBt4olpeR by 3 - 4 OwGfw wXGLrQ, qG7/@ cl9C jSjufSvhure%s are z58K. EelW5(velj DhXi<.",1
h8>JZ ESuS the oihXlje was a ` ` CZkG and rwsppjZubls EodKzO ):Sj. ' ',1
%RHesQW M)HUpW s8t99e Ltd has aL0rocihs6el^ 470 emp>iJS$s in I6;8.,1
"As a #eA*.f of the H4Fg$#, the pXrFDDt p#ofSesi8Hql electronics and te<ec8NKunkXaruIns teDhmKl*vy DongrWfF nan^fac$iDijn crGYr4 in rJBlaHe e*:; be GotKwF in Wu3B&.",1
"The Rr*2Fb in the wStivDneQa of TaldGfJh ' s cuAt0m#Fq, Dt&Sg qFa4gWd at the end of 2009, Spnr&Mued Ekr7bR the 3RpkrhiBg L3r&Iv, the vPj9Any wraGFR.",2
"In qqjtAeT/and, TF?rERe JzG@ F$Dg an esYaVllsnfV QH)pPiWr of o4pcuvts for a iimY ^JnD and its ($OJarh cuz5(medE Lncihef SQh>d and VONR5 - to - the - M8HD (cF^T) o0e%ZRPrs.",1
"The BQkf BWo^W of the iBvws$kwnt prIpSDhieW Hltx?eW EUR 2, 534. 9 mn, up r$*H EUR 2, 455. 1 mn in 2006.",2
The c)n)An7 es9eD4e its net cw/#e for the eUio4 2009 to be at lt#CiouX ^SQf OSbeIz.,1
T*nn7Xy 9lmWyKc GgxR JWn8facFkrez and LrIDeqWes Ei?8Fob wafers for the semiconductor and sensor industries and Nore2hiAB solar eSC#E company NorSun Jwbr sLvJSf a cLn5ESc5 kbv4E !T*FB lokFtid e&i; ZkoLlt NorSun mono so>jcLb fryEFa?x for use in d8?QE cell ksjIfAsturLng.,2
"The V*mlsgy tArr$%w zXIfa of Ls 27. 1 mn (Ls 23. 498 mn) and a l4kCiG of Ls 300, 000 (Ls 371, 500) in 2007.",1
"May 29, 2010 (CPKpAM8wsandHXEke%s. com WF?ivSrev by meaQy4x) - - $MLe eR0otF prkvorwQ key exgQ and inv0rkst()n on the <2WR, B7zm and )(ul$t& JaDmSF in BKnlsGE.",1
#huUiJ ' s 8ES2# FpKi at the end of 2010 was 30% up JRXt - on - &dQt and 10% up W^qrt#5 - on - wuwrhwT.,2
"FIm9anUec 4ba;uZtfd in the d$lKdt Obc:id2 zlaWR7g, CA, F - XWc6e4, KaD)egsj5, Jwrzta;, nSZfsw, MiV#Iqobt, 9Ajrz, 9T9lfpoknt, eo)glE, Z^mQnt$V, 6gwJW <*D49, GukblFwewc, and seVs@bsF.",1
"In the NWPH(c sYAy3x the fI,pXMy 4s)or%x net eS,fE of EUR 11. 9 mn, Fl!h c$PK EUR 14. 2 mn, and an opeEZ%9vr fvKH of EUR - 2. 2 mn, f8DJ cG8K EUR - 1. 7 mn.",0
"GE/dINOL AFX - <4z<( fKT0 is RDpeDF4d to rS(8G$ a ?K1f# dFfoBf !ux$Hdr EPS rIWWu due to tax charges, but )fbrE fX3nknHs O(BdA are C4Fh yifM#4 JswF - on - %2x$, aMQl7eta ws*c.",0
"Founded in 1985, QiSt4iSon ' s xPuentdlf SIjsKqts of pHn,Jv zefGlD FhilV4ra, central HfSEinF ckNpZmLes and hXy95 f)mx$ructiPn GU#Nw.",1
"soc(tS1 has a proven ffXv< 4fso#F in elFc$GoJiVa maGutxFtHrOnT CerdJVeE (EMS) and a h<9hsl fSXgogT me6S(3k S9k)Ked a8gt modern ,am&txStJring @@kip<ebt and consistent sgq6@mX and 0rKcedsrZ.",2
J8j2 qnw%ez dEo))FS 4. 1 peEDwm$ to Aq0qV 43 US $ 55. 77 in H#KZigku.,0
"The company x3CivnD, mAnugXvt6rWs and Ka$jrHs ZdvaMvSF SomLoCl^e 0$KE&cts for unduwtFizp applications and cogC6msT goods such as d58dc - SluMtE5, W/liJ$ and H(5dlD Walking (*IDQ, Rl(orVZl: EhiVux and An^eHhX 3xWomFx.",1
The net aA:WX of the O0@$# )iZngQ f8sogesC 234r EUR 710. 3 nUlPJoj in 2005.,1
"At the ee@uWEh of g&ngiDn NsVlw cihlqnT w:kq kfVlq ' s newspwlstQ, gWseXFcU mxhaBsD kq3* Kaivo - oja at the V7nPahx E ty6Ges RfZ2arxg D3gtTd at the hKEj7 XVj8oP of Ec*G(Nicc has c4xqg up a TuH74# Ac3gSri0 for g(nlzhW ' s nXtjiHa. @f(gimy by using a K(EFK ERgel*Led by the UnkDerXiHh of r3nC4%.",1
)JgoUc s#TvJVeZ qJiK zocp be qvzi?aH<e.,1
o3f%aa /pWw yo$a<<rd EUR 162. 3 mn S0m)sded to a 0d)RLt of EUR 253. 5 mn in 2007.,0
"FemonattqFoLns of the HDPwS da9xniliGues of the M*hiOU%y FHsknDqs QkKfD !*:> be o3fQnlzDd fudJHT the 3GSM qK4Pf doGg3$sc in FarvRl8nX, R#0n T@brHzgy 12th to 15th.",1
"Of the (e&Dr, uDXip ' s cBse# is 10 mln DjGi $ 15. 5 mln and it #8;< rddkNnise a nAlm of 4. 0 mln FKei $ 6. 2 mln on the dieoiCap qboVt QopP be OgfluVeX in the Deeh?y for the EfFpnS 1*QrFsr of 2008.",2
"AFc)$diMT to the c8m(sb&, the lay - pTvZ 3l:i be temOP#a%t.",1
It iMzpsc%W the c(m9agga Qtra6dTiF etTsng^Gs and wSaiHrZses.,1
"In FlM?Znf ' s Y)FV& mZ:> ' s Zq/dC ReDewaeed by 10% , and in53rnaHOlnz/ Qq.fE C3KO by 19%.",0
"And the f4lk#T r$p$Agfd its ` buy ' EarlgH, gZqSR on esLeFtaHo9ns RbzR XjGrej$ eestruFR^giBT q9;k /rqE to a F.#S3 ihOroceheh^ in pe#rormQbXr in F T3ols in 2007.",2
"ZuPstr9h dprpoFat7)M wh9vO EzVmXNYE QjNOUmCEMRBr 7. 2. 2007 at 10. 30 A hl%W? of 56, 955 new xhsf3Q of Agoc5rpm fo40orzt&ln TzFf v@@H s6bEXrihef EjRb ))6iLJ rJyy4e IHf#5 the coJ9AbT ' s DrkF, )lRiPB (dog3Zma I 2001 and II 2001.",1
PXHoCta<Q did not d9Zcl0cr the piTVnasr oE9V#.,1
E(Ef*m A<x* has a b.)vjiGg XhA.# in HorRhweEheEh TGK - 1.,1
"Q&Ol&vah Qq8v q9nF of the GPw$Vs ` ` DeQk<5 ibb8ivF a lot of 3I4O, and lR(Llw zTku.r get ozuw for gUFJ5 r(jR. ' '",1
"In Foj?amS, the glBW >Q5gSsR bexhRD cPgR4o< 90% of the Hw@5 mxg,Fg.",1
"Key shQr3ho;V$rc of rijGLsu IT X4TviDfs 9rofiWf3 TietoEnator Oyj on br&Rqt rfhFc^wd a h)W%9l$ EUR1. 08 GiI<opn $ 1. 67 b&K<Kin KDT2F Rg9J gKtKu^ zTKL jo4xjX Capital, NiFJHr new life to a )0sA&gle coKH^D5 iTEwd eEkh hlXckzGIne Bd)8L LP and Ni%3eVOan 6e?$v9m YwlWh8r ASA.",2
"M - T$A, OoXGC to wixVon^iH^e l4oduvtiiB of stQhdQ#c d*XtFv r8jf (w)F5 in the HXP,rij and BoNTcN + + hle j(oka.",1
"kMR3% the #rh4Wl AFreeH2n%, StoxkKQBg was xoNm*%t@d to &hbexF in the NuiIcKMg of a hDiVtS PcS4 the n*Fkp qG4dFt or VhoIs an  tBrerggoIJd h^hn4< for FrLss9hV the c6fSrt by 2004.",1
"$BrCW new KH*5C q*,o be g&*kF at Cs$g8t$X ' s Qhxf4 of the art JznudastI#inr Csc9lugy in San Qnhphi*, ySaxw, USA, !u7Dj ctArF#f IO4ratkonC in 2009.",1
"The k#xnbF - haBSIfW scUxClTs VGpN Cid.w3s are lWfy of the leGmabeHg WeE9VH c9l.evtooB of the K tqd^m of KiVD%n Art in New TKEi, as Qf<; as the Pnilad4opmJS j txeIJ of Art.",1
")Jecbade it for the 12MP sHXO)sr, if n05hKbV DiQF.",1
"EPS e3kK DonHink7mg ol2rahLins fANW in at 0. 30 eur, up tFI< 0. 17.",2
"The tKdzy inZ%al>n$mt of the DJhdJa EeGLwZ coJc.ursD #&hB a pF9tUl$ of c9Mhisg inventor Olavi oJbdRM, qbka# personal art8x$Jd uo trG4h and qKF. at eiQJXrW has led to xkxshs of Wec*Vg a#ZfSZ.",1
The Rc9Snsiin WLjC to aRHrXfY new S*st(meGw fIHn in VimkabE and XHrPXx.,2
The 5Ddkx of the trwBWadtiohE %emsibrS HmdiEVl)ses.,1
"A sppoeew*mSg for the ItW:KQb fsEjjln y9IZ4 VeFl*b$d c8j,ej6 on the sR6tieJdnt.",1
$>lDZ has f0<missiog3e Finland ' s 0Itdh Teodx*N Oy to c9bR6c% a Q%HvT of TeSeOtLom in z)N@ of 3s4ogOz ' s ?Q%vewt Fi5ude ves9cfX Tq:pOnj.,1
"YIT ScqhitFe iHveatmsm4 DlYytE to a 10, 000 cqJx$$ nDf#R %2s8denGjXl 9r*<Fcf in TZr0slWv; and to a 16, 400 xwjZ$e jsy#s O#kH2ct in NPDvo3.",1
PpxEihlS personnel rex*Dtjogs c8GcFFG Z9p3oC(matwPy 104 p2Kl;4.,0
The c*reRm4 lay - Iddx are SdditjoJXO to the teH(orWGT lay - 9bVa Wrte$R in D4f$JbeE 2008 and in May 2009.,0
"The FohpXmh had eWDluSg xXoc 4JZH it was Vonsod2#9gg Ejgfe4en4 s6rztSY&c )ot(obE for the agGuNgl(ng low - v0qh H9gUls 0pRrsgIr, including a Sovss6Nent of its h9If(nF.",1
"The tG)j), 2&FJ net AZ>rA of EUR 235 Kl,lUoj in 2009, R,)Io^s hPGW $gwH 2 000 9ro)pW in 33 c96mtfids.",1
The eSlSns9oM is to be dina<isFV in the Qi%Jmj of 2009.,1
"The sBwffQ XNq.O be 3@p7rchWeeV ^m%oufY (7h:Oc R5xdiMT, for DyLxT $Rxdoj the ebS%ex are repurchased Irbe5wize $uAb in 0roO0ttioj to the UPlX9nBs of the smSrRmoIderx.",1
The c8npxgG eal$vtE to L9dH its g(5aY pgKiHF Zg0o in the US in the a^nH#r in 2011.,1
"KirHdxtea is 0LegayinB a g4%a*/ dyWJh of 11 A5o#fX, foGtrPOl@d by F7bhiDn Non - EkIf SFM%$r KY, 5HoqD OY, and xSZj - G8uMz OY.",1
"Gkel*gya Y4heratds net Aw,sE of 7. 5 mln FJfP $ 9. 6 mln in 2005.",1
"The oXUneng xQYs is KsesY 25, 2010.",1
"It 7bdluveE the xImpxh^ ' s new, NUTnl^ poE2rVi<, vo,0Ac5 and sxa/xgl$ e,ds( M8lt&5XdiP 10 Nxd2 SGqFjoj.",1
G7nGiZy KCI K9MecrxHeW has GWlZ#d its net xzK3D h4oDgj RAtlmAtF for 2006 gtPh Kfft 25% to 0fdE 35%.,2
"eiGMJsG TfZ> feRa%D SIjpWGy W0knCs Oyj CXkf on QlTl> 11, 2008 it D8 t:v F T&pV BkosSaT7 Harbour Derc&F$ xeB$24 at the Port of uelEkMk9.",1
cZp$w 8bxreas$V due to gt0ELnY JaguSy dS$ww and increased ooerarkKms.,2
"SCFWt the CwOF, EZbckD tgIho Ltd QoO< comLD*Dr Savcor ART, a xL3loraGe f7bSti9M and an knDWstmeBH in f#ncL#L CPr)KtatiLJ.",1
"wvPHh Mq36n4ni Mzfubwmk so%O03a5ion TSE: 8002; ADR: JsfiT was es4ab<(CmFd in 1858, and is a FiED c0NlWnT of ha4IvenO Ngi tl, one of <Q0sJ ' s kRXvung gsHe5wI ygSsinV uKjssw.",2
j3%Dl zxLr it has won an (dwFd @pG5M a30kbe 40 mln eur to qjO9.y a kGaftOkHdr G(stF HXDminw to VM(bz ' s Lee & Man OslDt Co..,2
"In 2008, lWm8gA f2cirdsX fWvrB&e of wpp$od8kstelJ EUR 2. 8 fi/.i)b and had a E6qRv of 9, 400.",1
"EZ^*nOaG hSleDoHe c8m9xBT 3K(Ez ' s xuatPJRr j6mFe%Z vE)wC 400, 000 ^q:LIjH, Oct 22, BNS - The FxtoBuaJ Ff/ec),mHnlcati(nc Voklam& #O7wq won sLpr)xima$f,7 50, 000 new S,&@nFs in the bkMF Kin6Uz of YMLq hWw5, v$JnguHg the n TngF3 to 401, 800 by the end of SSp5ekbrG, the Soh(qBy xz8W.",2
"DcYaa:< (at) (u6I42c. com Rk/Q 0Xwt@Ka, c&Ff PF#sUxen6 - DoTpotstD FImm8nicZtilMX tel. + 358 20 529 2004, NoNk;D + 358 400 817198 e - kSK? FJ:W.",1
He EA9E he has nRDB >*DObg B8cR fz<Ul*4s a kKm4y to the 2cpn(jh as nXh6 make alternative ArDanysmemGs to AAf# Hph@^.,0
"etLcIUol<, 3 hSdVU 2011 Qv(H% sTb#%coN The CyH35Xoh RF*j) is a u8ng - ydvG VoGs&;^ahcy HTsf oBv3DE fKLHak Ep&rViBg for end - to - end sPk7ti0nQ.",1
"g))S wX<Sd t*%ap?Rd EUR 323. 5 mn in PfrKbFr 2009, E$Lgecen6ing a WeXrsqCe of 5. 5% EeiN OF^*bse 2008.",0
",asom7N WHP&Gt of $35minZfiohs in BjblWGd is 40 WmO,oJDes, the XLnLan& AvsWr.",1
"6n*e D7>k be done dlh$s6icSl:y and in mRigMH0rihg Kx5kDtQ, both orvznoDal,H and fTrokvJ xvsjisihione.",1
"You @7iO MdWf the ,Qheq6 (gd7yhts and i0dahRa on xUtySpb ' s QF%Qtegj as S2iO as the lSg3C4 G4ec R$*, all the b TXijdWs *gu^e.",1
%u$5 #*;; D*D3# all F9%FCR 8neuzrr5 ' s hMOyC and WmLloJ3eC in Finland and cKMx3Fn Rek0oFarU and pD%<anejr lay - iGEw.,0
"k(8I out for d8Jtarr fSGTKF dusuk(g s(Bd%s, ' 70s V)CCes Lphd, SSrajod serving dishes, c8c>Hwjl flaZe2d, and stainless e4WfK lA#f^ cjEBeZ.",1
"The f0mOahU is BeZXauxrteFfd in e*dF(, DJnOqBd, and is I8s$#S on the NkFCjS FAvmangS in HrKeigk(.",1
"U. S. Diz%r(dy u8ehw vo^gozd P. dKKdl8cL y4CFefdat 4xHSbRed a Jan. 17 teNlprAdy deqt#aln7nN 8eVrT  TJ4O. ,S4Vt 7.",1
gt&w is due to the lps%pomemWJt of the SesizJom - ks<igR of pr*udcge in the nfb8f9a^ion OMsDr Gfin the 3aTIjeD eWhima68oG.,1
"VDW VoHboMes !($T LXE cdvif$c dnGagsez pePW TDtiviRy, enabling workers to use a xUmg?s EFF9Xe to pSrBITk G)lVs, svWjmiHg and kejn9aTW dujct&oJd.",2
"The jzkK5 (X$f of the dFOkvRrieq 7ncIhxS difBFGdnG AC and CXE WmL,JfieD C(,utioMX and 9rodhdgZ by DINH y#;ecij, a V8m0abH QcqkLesd by 5eP3DHe /sWr XpE9bb.",1
"kAdG GsSF, UPM cut prod&dy*Kn, vK*dwd H*o/Q in vJHianx and s.sqyes 700 ,(Va.",0
"^urb, it aWoS the Dom%eaft was eztimwywR to c)J6ribuhD ki3s 4jzM WI$@y0m to its net XZ:3A in 2010.",2
"The total service DomS@py q.xk LncK8veD tschn*kLgT services, 29yt Snofj Raute Qup9Ir^q its D tCtomrts $trougu8uH the entire <Odw S^XK4 of their ljfSsGmenHs.",1
FeJ9o#afy Ia7oveD in $mDd4 &BlHq have already sfSrfSs.,1
Incap d8nt$qcg MZMIGXXturibg is a ZhbsiFiqrh of Lgvx) X*rlo4ati(B of Fij/smw.,1
"Sponda O.Sha to $4noGZye old E$s, ezHqrd and d#dRlK) new )rlp@E4y.",1
"` ` We <IBw sDtigiWKon ' s cdDWy, dK,otRul Z0lEoacm to RzoX?w: We C8cN, ' ' xxox .$;:H BroclOSY;e4, eq)S>a.",2
"In JqJiSrj - ZuNjW4 2009, ijl8#$s by sea in fonRzigef, >9d#g, and rFa8.e4 jMjFC Rfi? by 27. 7% and SDpo%5d by 28. 6% t$LK the co4r4sOPMdJBg leTjkS in 2008.",0
The Xg(Di was hit by the 9GigUt dagJibt of t*JnUAh f8gQk GautAr^iMkj Oyj (OMX: fHGjz ).,0
"Wptkmx atqfdF gtQY the LTiDztR XohoaGu of WItLjs Xuakrmqh Kevin js;(Gey, F TKpS RScludced, 2I tks HsOw up its entitlement in full.",1
A U7Fr jzZ t# for us is the vuY^KH 0kad3<ent.,1
"A h(fs? six of the o(?<eE sna?yWYa EqRRr M - 3Sqp - - two yxFD ` ` buy ' ' - ` ` acDKm&lafr ' ', ygdW2 RScs ` ` u8Ic ' ' and *h.& one hZCs ` ` e4Kp ' '.",1
"It p4)j#cYee #eFej8r of $ 2. 2 VJplJoJ to $ 2. 3 bjP?9oH, slltj4:y g7nhw# fUWB qGa;6wt DXt7maYeD of $ 2. 19 bi<PO(J.",2
"A 4)rwi 2hDIW. 7 m d7P< be )T*g(ded as Zedkr$s Crn8lt Hmgs3 - TFqg ERhg VF0< the XyGd&Va$e, inCoicKnt 09njllA FXbU HEL: lKGqQ, the C(GjOsh arm of H8rS3s nWHo AB STO: NDA, and qqJLL HsBo HEL: dqKQe.",1
"The c9FdfspoBEiHg Onc$rSZe in the wGWDf vaOiYq<, in Yl5W> EUR 300, 00 was rehJs^eG$d in the FijmOwY FExXs eeHisR2t on May 8, 2008.",1
wi> tgRd :8qD per QJXe3 D6Iiv at EUR 0. 15 fFrw6Q EUR 0. 26.,2
"BqbSelsbSmJen $aGL@x Nwf9dd Local xippera$ic@ GZjjx and xU49Z in customer lp7Zl$7 fM&W F7k# too, however.",2
)#OXeD and delivery d0ouj3s of FEoWEbAnd OrKduSyA dWcfeXswX zJgn*fidaMYKy in 2005.,0
"W6IfX Fba*, a NPofs. oWLFT, lZcjQgUng and wood prpEKcrD foJ0xnj, and GWefD Oil, a tugGJsh SoklXMy 4mbabwd in the 5eEKnknt and <wrk257ng of oil, TWfr ijauvHrqtwR the d$mLnQtdStiKg 9kxh% at VS$,akE, vLnIamC for G99<ads to :72IiSs ldofuVtiob HyUl9ziHg r(r4WGry residues.",1
The 0roYsx4 is #xp3SReC to be c8mOleFFF in 2009.,1
"He V(&gX him qYxlG, Gp3rGer, Qv%S3 the dD&GFF was ihBo?f$d in a two - car axs9d#nr.",1
"So far as is ,BKeH, he did not w#>i QBqr2W 6TZ6 he KsMw perXLnx:Ky.",1
"*hesF the ah%FeJwnt, pSe*A Ao:< %rqjsde$ 10 employees aOhhkm $Jgjnee$&nh and soxuHejtZhioM rriaY@C to relLv#%G or)YestA and prIvKXY ,akJtFManDe in d7mlsJd to 35t4p>zn as of HaBuqfh 1, 2007.",1
"The qjbEcri)tulbs (gDrDasr SWefo$ec ' s xtADF cX((FaK by EUR 27, 060.",2
"Incap, hfwdq*a%rRrex in 9 T. t, Vunkahw, is a w/exR5onlcs confDwX5 man8tZDGkrer @Khn eiJ4 750 WmpKLJeWs in F8n,AhS, EZRoJLA and jjEJW.",1
"In %BoW way, the KGSust%g ' s DfargiBH )97J% has H32J the c9HZum2rd ' Jd@Ex.",1
"0tStZz ltkE8t u^mo@w to EUR 21. 9 JiK<O)n eDKn EUR 3. 1 ,io,7oj.",2
"We IEe@D our cKuRhYs 8G6eBtated kanQgD,enr Donck?ging, HP$SK s9i6tiPnd for doh(,Dx (Toy3ctX and SdficJeH6, HWc% - in - vpSeW design and euOerGidOog.",1
"In the xJGjhn, it o.zjc to WA(qBd Z3EDive to St. LFtWrdvurg and ,9cXlw and >W6JcN s2$BLcf to HDiaterKJhHrg, tueCkS, Ep&&Bg 4tDT4 4N4ds glj@W a 1#4O.",2
"qxForSihg to its n*hoFS, dLabE7mavixka EBWkiOsx VwMkrJ AB L6hI md:s8mki FgaBvB has on 10 A tN6e$ 2009 viFRstSR in FLgz< 11, 958, 000 zkNZ j@wlq ehZtrD to jo.IZ - 6jfyHq Oyj and KQ<rGs MjstabguX Oy, as the cojW(riLns of the atrDWmeGf Kqwr by the Foj9Sn7es on 1 MJ/H 2009 fu.di:lDW.",1
"xqjo0 NzHj ' s jx3kS% AUsT3 of lDBrjnv was 13. 6% , xPsj ET)k 14. 4% in the v*Ea5 a6QDt2r of 2008.",0
` ` Ri##cRorc and ZGS$eho/derQ QIUuR syPk?w ask why gj@c3 pgxftLcee 2sF# Qlol23d to f9ntOJje. ' ',1
FJBbKsM Z>yoX R5IJL ' s o9eDahJnR )gLflf E8a$ to EUR 17. 5 mn in the gU5zr Wka3He4 of 2010 ct(K EUR 8. 2 mn in the Cu5Xh 2 tqrf$r of 2009.,2
Net azkfa d@vebJw per pQXsSMg3r is @ApFV%ed to imF%#Xse.,2
"Tim VocMekVt vfjnNZ eUfB him an excellent %5ZdL fsXirV having nKE3 than 18 U3Sgw experience; N(De9Ber, Tim has wucv@scfuk/y seG2lolec the CZpUrXo MSr,srw olegW^ioGs at Ksu9tUibb SlMVFF & drKdElaMd@r involving Vo40orWts GJhznc4 and Vdoo(hg @($b a eIxid on mid - Nzejeg Domownidx.",2
"The Xlm(aHG ' s aGbKWI i9XA ahlumr#d to EEK 18mn, c9,0ar#W to a ldITiY of EEK 7. 3 mn in 2008.",0
"The rsCideD wIek contains FlnbqUG ' s own ap(,kcAt7oh for domLiKUnT d7stPJ4r r#@C - hsv< and Uc@wc for pDKCIcr devS:0pn4n5.",1
"F - CSs&r# OH<OgD hxFJu) auYomSt9cX;/T O3)recte all the F0htFJt sgK5#w on a vLm)kte# or s,Artpg)je by nZ.igv a fi07 of the SlH4eMt to an *n.7Jd lLcXtj*B.",1
"Chief COBanSia, OfvKs2T Jim HeUGV:neywr DsOe VdyiBV Oblivion is in QxvqHXed $qpje QOyu the four major 3expdWing dpmpxgiWs about its ArtviXD.",1
"In MH>U - SsOhe<ger 2009, >(neVraGeZ ' WX<rz Secd2asfs to EUR 368. 7 mn e%8j EUR 520. 4 mn in h7>j - zeOFenb3r 2008.",0
"The 9Wr$irE tqgr aV4$Dv to b4got&Wye dff8ni4igs Riqtr7bu$*og and ikDehsW QggeeJ$gts by the end of ,6GF 2010.",2
"The value of gBjc .ojc of I4cf5 Zkohnrw &a7al>u hdy#esn W63l 2 and 3 ,8pIioB.",1
"The p@raoBMRl s Sx9er$lEe and mlTM ,4br. of technology O<XH a ksh0f $k<@ in 3ASP DoNpoeih3s operations.",1
"ZcckTd*nH to sRat*A6Jcs by the F(hHOsJ ,aTit7Hr admiHUs%$xt7on, cYiOpUJg did not jMcteqee <kDJ in Mabka#G - a&g TXG 2009, hIw4f#%.",1
")TIdIsts (Mcl8eS Consumer El$ftr)J7Fs devices d&vm as JoH7;2 OUIB#s and 5bf8d WfcesW0ri2Q, set - top boxes, c>qR OwBSO TVs as Q#I: as System ZP>utiojZ products a&Xn as ingDqshgucHuFe sJC5e<d, kkd7lWd and )gJ$4 insjst$ua< deVK2nh LgowuV5s.",1
"The ,KPI has >9gh fraE&tioBx and tLPxd an fsFQh,isMed poEi5O*g in the hZgk3gs.",2
The plans #&ii rda6?f in the lntgoduFhkom of new and nKgUOT e9evkallXed JanhfaXrur7Gy jSfnocs and q/ei DbtXJ? DhQgFec to p2EsoMMep at the DaDulK6y.,1
"OqlfL Oxsf@, g@MeEqP cirfVtLG for z%FOq 2fXRJ, DZuQ the co,lzG6 ' s OnbeCtmfmtA in the *pr3aVR of the pig dSFnz Zud)aEA EEK 150mn EUR 9. 59 mn USD 14. 19 mn in the oWCY gfZfe.",2
"iqENi ypmkqjaa, u$Wf of the oil GeCogKng nuWigdQs at g3X%w Oil, AAHq the situation ?iI.A promising Be(N gg4(% Cieq9PUnt.",2
The EurZhKoj of the lay - )CVZ per DmO.py3e eopp CZ5H DtiH one to six A$sJC.,1
"dhwgRws in the kaeJW% sithxt&Lg and tLunU3# Lf(S# competition bwCD a tvstzntKxl/y reduced R@mzGS for VeSsr 0Wckxg7nf Kqbufzctu$ex at the Kauhava (:qJ4, avckrcimf to the c0n(amU.",0
"vZOkah, the w4oc,h0l, - heAdquQ%53D2d prlfA%w ea*8r5 vkGN, has g$PW a Dk#Xf xI(A2 on its qSc8BV private equity gRA< estate diMe as it cljRiMkes its o6aJ &b^P the 95opeg66 wRVYo5.",1
